104.06037,30.66959,0.00000,3.00000
104.08025,30.69326,0.00000,2.00000
104.12141,30.65599,0.00000,9.00000
104.05619,30.65136,0.00000,3.00000
104.06799,30.65384,0.00000,6.00000
104.04371,30.72633,0.00000,1.00000
104.10042,30.66690,0.00000,8.00000
104.06978,30.67662,0.00000,4.00000
104.08510,30.66047,0.00000,7.00000
104.08379,30.68003,0.00000,5.00000
104.10094,30.68347,0.00000,8.00000
104.08596,30.65904,0.00000,7.00000
104.05967,30.67182,0.00000,3.00000
104.09187,30.65000,0.00000,8.00000
104.07080,30.67630,0.00000,5.00000
104.05222,30.69969,0.00000,1.00000
104.09022,30.65790,0.00000,8.00000
104.08565,30.66214,0.00000,7.00000
104.07238,30.66377,0.00000,7.00000
104.06713,30.65254,0.00000,6.00000
104.05975,30.66936,0.00000,3.00000
104.11326,30.67411,0.00000,9.00000
104.06392,30.67941,0.00000,4.00000
104.11526,30.66311,0.00000,9.00000
104.10510,30.65267,0.00000,8.00000
104.05399,30.67708,0.00000,3.00000
104.08603,30.65791,0.00000,7.00000
104.07711,30.66403,0.00000,7.00000
104.08714,30.65456,0.00000,7.00000
104.04564,30.67007,0.00000,3.00000
104.07961,30.66122,0.00000,7.00000
104.06524,30.68082,0.00000,4.00000
104.12165,30.65457,0.00000,9.00000
104.05949,30.67423,0.00000,3.00000
104.09340,30.65955,0.00000,8.00000
104.08132,30.69352,0.00000,2.00000
104.07554,30.66374,0.00000,7.00000
104.04626,30.67234,0.00000,3.00000
104.12995,30.67454,0.00000,9.00000
104.07680,30.67121,0.00000,5.00000
104.07746,30.67233,0.00000,5.00000
104.08307,30.66019,0.00000,7.00000
104.06093,30.66681,0.00000,3.00000
104.10454,30.67329,0.00000,8.00000
104.08833,30.66132,0.00000,7.00000
104.12114,30.65427,0.00000,9.00000
104.05384,30.69767,0.00000,1.00000
104.05372,30.68484,0.00000,3.00000
104.10048,30.66688,0.00000,8.00000
104.08905,30.65865,0.00000,7.00000
104.05516,30.68878,0.00000,3.00000
104.05224,30.71052,0.00000,1.00000
104.10105,30.66173,0.00000,8.00000
104.07600,30.65838,0.00000,7.00000
104.08732,30.66786,0.00000,7.00000
104.05634,30.70723,0.00000,1.00000
104.11390,30.65577,0.00000,9.00000
104.08905,30.65215,0.00000,7.00000
104.10195,30.68362,0.00000,8.00000
104.05909,30.66102,0.00000,3.00000
104.07383,30.71702,0.00000,1.00000
104.07296,30.71770,0.00000,1.00000
104.05937,30.67267,0.00000,3.00000
104.06718,30.65504,0.00000,6.00000
104.06032,30.67387,0.00000,3.00000
104.05956,30.68150,0.00000,3.00000
104.06042,30.66982,0.00000,3.00000
104.08430,30.66391,0.00000,7.00000
104.08716,30.66207,0.00000,7.00000
104.05817,30.66621,0.00000,3.00000
104.09685,30.65355,0.00000,8.00000
104.05115,30.69943,0.00000,1.00000
104.08947,30.65895,0.00000,7.00000
104.07206,30.66121,0.00000,7.00000
104.04889,30.69306,0.00000,1.00000
104.06909,30.66909,0.00000,6.00000
104.05636,30.71044,0.00000,1.00000
104.07346,30.67287,0.00000,5.00000
104.04963,30.71037,0.00000,1.00000
104.07546,30.65814,0.00000,7.00000
104.11461,30.67640,0.00000,9.00000
104.06019,30.67033,0.00000,3.00000
104.08498,30.65782,0.00000,7.00000
104.08215,30.65442,0.00000,7.00000
104.09704,30.66359,0.00000,8.00000
104.07266,30.71578,0.00000,1.00000
104.08438,30.66087,0.00000,7.00000
104.07416,30.66097,0.00000,7.00000
104.06457,30.67985,0.00000,4.00000
104.09651,30.65947,0.00000,8.00000
104.11160,30.67311,0.00000,9.00000
104.10046,30.66728,0.00000,8.00000
104.08784,30.66164,0.00000,7.00000
104.11600,30.67704,0.00000,9.00000
104.07668,30.67123,0.00000,5.00000
104.09355,30.65923,0.00000,8.00000
104.10133,30.65126,0.00000,8.00000
104.05373,30.65354,0.00000,3.00000
104.08583,30.66371,0.00000,7.00000
104.08554,30.67345,0.00000,5.00000
104.09314,30.65936,0.00000,8.00000
104.07924,30.67605,0.00000,5.00000
104.08719,30.65064,0.00000,7.00000
104.09400,30.65697,0.00000,8.00000
104.10177,30.68363,0.00000,8.00000
104.09903,30.68392,0.00000,8.00000
104.08043,30.66626,0.00000,7.00000
104.06766,30.65978,0.00000,6.00000
104.08165,30.67339,0.00000,5.00000
104.07313,30.65911,0.00000,7.00000
104.06033,30.66930,0.00000,3.00000
