104.10852, 104.10827, 104.10609, 104.10367, 104.10148, 104.09853, 104.09599, 104.09479, 104.09225, 104.09074, 104.08915, 104.08679, 104.08668, 104.08597, 104.08597, 104.08597, 104.07989, 104.07755, 104.07594, 104.07402, 104.07364, 104.07238, 104.07033, 104.06975, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
104.07277, 104.07285, 104.0723, 104.0723, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
104.06181, 104.06173, 104.06411, 104.06578, 104.06586, 104.06593, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
104.06917, 104.07104, 104.07259, 104.07461, 104.07635, 104.07803, 104.07897, 104.07932, 104.08067, 104.08258, 104.08333, 104.08519, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
104.08227, 104.08124, 104.08066, 104.08056, 104.0779, 104.07642, 104.07648, 104.07649, 104.07631, 104.07463, 104.07396, 104.07416, 104.07445, 104.075, 104.07692, 104.08138, 104.08083, 104.07665, 104.07551, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
104.09476, 104.11078, 104.11077, 104.11077, 104.11079, 104.11071, 104.11114, 104.11304, 104.11582, 104.11948, 104.12115, 104.12186, 104.12205, 104.12205, 104.12207, 104.12057, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
104.12936, 104.127, 104.12483, 104.1208, 104.12011, 104.11847, 104.11527, 104.11458, 104.11224, 104.11224, 104.11224, 104.11078, 104.1071, 104.10473, 104.1016, 104.10106, 104.1003, 104.1003, 104.09988, 104.09886, 104.09867, 104.09806, 104.0955, 104.09405, 104.09329, 104.09177, 104.09166, 104.09009, 104.08792, 104.08664, 104.08481, 104.08481, 104.08318, 104.08164, 104.08161, 104.08144, 104.07927, 104.07793, 104.07698, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
104.08001, 104.08018, 104.08167, 104.08257, 104.085, 104.0856, 104.08579, 104.08582, 104.08624, 104.08814, 104.08985, 104.09002, 104.09029, 104.09265, 104.09334, 104.09527, 104.09217, 104.08996, 104.08651, 104.08454, 104.08453, 104.08431, 104.08198, 104.07964, 104.07959, 104.07959, 104.07863, 104.07797, 104.07687, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
104.04978, 104.05144, 104.0549, 104.05494, 104.05498, 104.05498, 104.05632, 104.05831, 104.06027, 104.06027, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
104.1026, 104.10436, 104.10343, 104.10145, 104.09673, 104.0941, 104.09076, 104.09035, 104.09054, 104.08824, 104.08399, 104.08049, 104.08049, 104.08049, 104.08018, 104.079, 104.07695, 104.07571, 104.07511, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
104.11078, 104.11077, 104.11076, 104.11115, 104.11534, 104.11667, 104.12001, 104.12174, 104.12456, 104.12835, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
104.04285, 104.04312, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
104.05878, 104.05866, 104.06056, 104.06057, 104.06057, 104.06061, 104.06061, 104.06061, 104.06061, 104.06264, 104.06467, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
104.04822, 104.04807, 104.04807, 104.04822, 104.04984, 104.05021, 104.05022, 104.05076, 104.05238, 104.05337, 104.05615, 104.05834, 104.06246, 104.06705, 104.06901, 104.07015, 104.07211, 104.07542, 104.07974, 104.08275, 104.0837, 104.08569, 104.08769, 104.09115, 104.09193, 104.09084, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
104.08421, 104.08437, 104.08601, 104.08752, 104.08765, 104.08765, 104.0887, 104.08995, 104.09403, 104.09492, 104.10259, 104.10503, 104.10724, 104.10741, 104.10523, 104.10361, 104.11436, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
104.06054, 104.06056, 104.0605, 104.05948, 104.0575, 104.05683, 104.05619, 104.0561, 104.05618, 104.05632, 104.05722, 104.05763, 104.05912, 104.06001, 104.06001, 104.06001, 104.06071, 104.06193, 104.0632, 104.06553, 104.06566, 104.06628, 104.06984, 104.07195, 104.0727, 104.0727, 104.07329, 104.07335, 104.07335, 104.07336, 104.07381, 104.07499, 104.07527, 104.0776, 104.0782, 104.07891, 104.07951, 104.07943, 104.07988, 104.07991, 104.0799, 104.07992, 104.0792, 104.07766, 104.07646, 104.07573, 104.07438, 104.07456, 104.0746, 104.0746, 104.07429, 104.07361, 104.06946, 104.06881, 104.06793, 104.06313, 104.05985, 104.05832, 104.05839, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
